Title,Employer,Employment Type,Link,Email,Contact Text,Description
Mathematics teacher,Wainuiomata High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4b-mathematics-teacher/,hayleyl@wainuiomatahigh.school.nz,N/A,N/A
Teacher of food technology and hospitality,Tauraroa Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4_-teacher-of-food-technology-and-hospitality/,principal@tauraroa.school.nz,N/A,N/A
Senior school team leader (Y5–6),Pigeon Mountain School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4Z-senior-school-team-leader-year-5-and-6/,vacancies@pmps.school.nz,N/A,N/A
Kaiako,Kidsfirst Kindergartens Linwood,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4X-kaiako/,careers@kidsfirst.org.nz,N/A,N/A
Teacher of commerce / business studies with social science,Motueka High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4V-teacher-of-commerce-business-studies-with-social-science/,nicki.saundersloder@motuekahigh.school.nz,N/A,N/A
Teacher specialist school,Wilson School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4T-teacher-specialist-school/,office@wilson.school.nz,N/A,N/A
Teacher,Somerfield Te Kura Wairepo,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 02/04/2026(Study leave)",https://gazette.education.govt.nz/vacancies/1HAq4U-fixed-term-term-1/,j.bassett@somerfield.school.nz,N/A,N/A
Language teacher (Spanish focus),Saint Kentigern College,"Full time, Fixed term, Start Date: 22/01/2026, End Date: 02/04/2026(Parental leave cover)",https://gazette.education.govt.nz/vacancies/1HAq4S-language-teacher-spanish-focus-full-time-term-1-2026-cover/,hr@saintkentigern.com,N/A,N/A
English teacher – starting January 2026,Mt Roskill Grammar,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 09/12/2026(Study leave)",https://gazette.education.govt.nz/vacancies/1HAq4Q-english-full-time-fixed-term-starting-january-2026/,tului.fox@mrgs.school.nz,N/A,N/A
Teacher – junior / middle primary,Ngākuru School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4P-permanent-full-time-teacher-juniormiddle-primary/,principal@ngakuru.school.nz,N/A,N/A
Scale A teacher Y3,Holy Cross Catholic School (Henderson),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4N-scale-a-nz-experienced-teacher-for-year-3-full-time-permanent/,borsosj@holycross.school.nz,N/A,N/A
Teacher Y1–4,Somerfield Te Kura Wairepo,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4L-permanent-teaching-position-y1-4/,j.bassett@somerfield.school.nz,N/A,N/A
Teacher of health & PE,Greymouth High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4J-teacher-of-health-and-pe-1-0ftte-permanent-hpsta-benefits-apply/,principal@greyhigh.school.nz,N/A,N/A
Food and soft materials technology teacher,View Road School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Due to job share)",https://gazette.education.govt.nz/vacancies/1HAq4H-food-and-soft-materials-technology-teacher/,principal@viewroad.school.nz,N/A,N/A
Y4–5 classroom teacher,Insoll Avenue School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 18/12/2026(Release for special projects)",https://gazette.education.govt.nz/vacancies/1HAq4F-yr-45-classroom-teacher/,office@insollave.school.nz,N/A,N/A
Mathematics teacher,Feilding High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4E-mathematics-teacher/,vacancy@feildinghigh.school.nz,N/A,N/A
Y7–8 Scale A teacher – 2026,Hutt Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4R-yr7-8-scale-a-teacher/,jobapplications@his.school.nz,N/A,N/A
Teacher of French and/or Spanish,Rangiora High School,"Part time, Fixed term, FTTE up to: 0.7, Start Date: 28/01/2026, End Date: 27/01/2027(Special project (Spanish))",https://gazette.education.govt.nz/vacancies/1HAq4C-teacher-of-french-andor-spanish/,vacancies@rangiorahigh.school.nz,N/A,N/A
Teacher,Christchurch South Karamata Intermediate School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4B-teaching-position-full-time-permanent/,principal@chchsouth.ac.nz,N/A,N/A
Teacher,Ōpoutere School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq49-opoutere-school-permanent-full-time-teaching-position/,principal@opoutereschool.com,N/A,N/A
Classroom teacher Y2–3,Halfway Bush School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq44-classroom-teacher-years-23/,principal@hwb.school.nz,N/A,N/A
Kaiako / teacher,Te Kura O Take Kārara,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq42-kaiako-teacher/,jodie.howard@takekarara.school.nz,N/A,N/A
Kaiako / teacher,Te Kura O Take Kārara,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Covering a teacher on a FWA)",https://gazette.education.govt.nz/vacancies/1HAq41-kaiako-teacher/,jodie.howard@takekarara.school.nz,N/A,N/A
Extension maths teacher,He Tīwai Mātauranga Heaton Normal Intermediate,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 29/01/2026, End Date: 10/12/2026(Numeracy project)",https://gazette.education.govt.nz/vacancies/1HAq3z-extension-maths/,hawthornj@heaton.school.nz,N/A,N/A
Senior teacher,Karapiro School,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAq3y-0-8-ftte-senior-teacher/,principal@karapiro.school.nz,N/A,N/A
Teacher – certificated,Pascals Herne Bay,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq3s-teacher-certificated-herne-bay/,riya.patel@eeg.co.nz,N/A,N/A
Registered teacher,Rivercity Preschool,"Full time, Fixed term, Start Date: 30/11/2025, End Date: 28/02/2026(Sick leave)",https://gazette.education.govt.nz/vacancies/1HAq3L-casual-relieving/,samara@akoadventures.co.nz,N/A,N/A
Teacher-in-charge of technology,Waimate High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq3m-teacher-in-charge-of-technology/,kcooper@waimate-high.school.nz,N/A,N/A
Teacher of English,Taradale High School,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAq3i-teacher-of-english/,jenniea@ths.school.nz,N/A,N/A
Y3–4 teacher and sports coordinator,Mangatangi School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 14/12/2026(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAq3d-year-34-teacher-and-sports-coordinator/,principal@mangatangi.school.nz,N/A,N/A
Economics / commerce / business studies teacher,Kāpiti College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq3a-economicscommercebusiness-studies-teacher/,jobs@kc.school.nz,N/A,N/A
Assistant teacher of food technology,Hamilton Girls' High School,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 28/01/2026, End Date: 27/01/2027(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAq3Z-assistant-teacher-of-food-technology/,recruitment@hghs.school.nz,N/A,N/A
Montessori teacher (hours flexible),Treasure Hunt Montessori Preschool,"Part time, Long-term relieving (LTR), FTTE up to: 0.5, Start Date: 01/12/2025(Medical Leave)",https://gazette.education.govt.nz/vacancies/1HAq3Y-montessori-teacher-hours-flexible/,treasurehuntmontessorischool@gmail.com,N/A,N/A
Teacher,Wanaka Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq3X-permanent-full-time-teacher/,melissab@wanaka.school.nz,N/A,N/A
Classroom teachers  Y3-4 (2 positions),Manurewa West School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq3U-2-positions-classroom-teacher-year-3-4/,kogien@manurewawest.school.nz,N/A,N/A
Food technology / hospitality teacher,Tuakau College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq3S-food-technologyhospitality-teacher/,secretary@tuakaucollege.com,N/A,N/A
Food technology / hospitality teacher,Tuakau College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq3R-food-technologyhospitality-teacher/,secretary@tuakaucollege.com,N/A,N/A
Physical education & health teacher,South Otago High School,"Full time, Fixed term, Start Date: 30/01/2026, End Date: 11/12/2026(Study leave)",https://gazette.education.govt.nz/vacancies/1HAq3M-physical-education-and-health-teacher/,swright@sohs.school.nz,N/A,N/A
Outdoor education teacher,South Otago High School,"Full time, Fixed term, Start Date: 30/01/2026, End Date: 18/12/2026(Study leave)",https://gazette.education.govt.nz/vacancies/1HAq3K-outdoor-education-teacher/,swright@sohs.school.nz,N/A,N/A
Learning support coordinator 0.6 FTTE,St Martins School,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAq3J-learning-support-coordinator-0-6-ftte/,andrew@stmartins.school.nz,N/A,N/A
Kaiako Māori (0.6),Auckland Normal Intermediate,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAq3H-kaiako-maori-0-6/,lsheweiry@ani.school.nz,N/A,N/A
Teacher / Kaiako position,Katikati Free Kindergarten,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq39-teacher-kaiako-position-katikati-free-kindergarten/,office@ikindergartens.nz,N/A,N/A
Y1-4 teacher 2026,Southern Cross Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq38-y1-4-teacher-2026/,triki@southerncross.school.nz,N/A,N/A
Y7-13 te reo Māori teacher,Southern Cross Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq37-y7-13-te-reo-maori-teacher/,triki@southerncross.school.nz,N/A,N/A
Teacher - Tagged (junior school),St Joseph's School (Temuka),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq36-teacher-permanent-tagged-junior-school/,office@stjotemu.school.nz,N/A,N/A
Y1-8 classroom release teacher,Southern Cross Campus,"Full time, Fixed term, Start Date: 10/11/2025, End Date: 27/01/2026(the Board has approved discretionary funding from its operation grant to employ a teacher above the maximum MoE funding staff entitlement.)",https://gazette.education.govt.nz/vacancies/1HAq35-y1-8-classroom-release-teacher/,triki@southerncross.school.nz,N/A,N/A
Y9-13 science teacher,Southern Cross Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq33-y9-13-science-teacher/,triki@southerncross.school.nz,N/A,N/A
Y5 team leader,Southern Cross Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq32-y5-team-leader/,triki@southerncross.school.nz,N/A,N/A
Y4-8 teachers,Southern Cross Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq31-y4-8-teachers/,triki@southerncross.school.nz,N/A,N/A
Y9-13 physical education teacher,Southern Cross Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq30-y9-13-physical-education-teacher/,triki@southerncross.school.nz,N/A,N/A
Y9-13 hospitality teacher,Southern Cross Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2y-y9-13-hospitality-teacher/,triki@southerncross.school.nz,N/A,N/A
Y6-8 teacher,Southcity Christian School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq34-year-6-8-teacher/,principal@southcity.school.nz,N/A,N/A
Special education advisor,Ministry of Education,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2z-special-education-advisor/,peggy.warren@education.govt.nz,N/A,N/A
Y9-13 social studies teacher,Southern Cross Campus,"Full time, Fixed term, Start Date: 10/11/2025, End Date: 27/01/2026(the Board has approved discretionary funding from its operation grant to employ a teacher above the maximum MoE funding staff entitlement.)",https://gazette.education.govt.nz/vacancies/1HAq2x-y9-13-social-studies-teacher/,triki@southerncross.school.nz,N/A,N/A
Kaiako - Y1-10,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Roll growth in Hawke's Bay)",https://gazette.education.govt.nz/vacancies/1HAq2t-kaiako-years-1-10/,Ray.Edwards@tekura.school.nz,N/A,N/A
Classroom teacher,Churton School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2r-classroom-teacher-churton-school/,carabarron@churton.school.nz,N/A,N/A
Inaugural psychology teachers - remote work,Aotearoa Infinite Academy,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2q-inaugural-psychology-teachers-remote-work/,s.boyle@crimsonacademies.school,N/A,N/A
Inaugural technology teachers - remote work,Aotearoa Infinite Academy,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2p-inaugural-technology-teachers-remote-work/,s.boyle@crimsonacademies.school,N/A,N/A
Inaugural commerce teachers - remote work,Aotearoa Infinite Academy,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2o-inaugural-commerce-teachers-remote-work/,s.boyle@crimsonacademies.school,N/A,N/A
Inaugural history teachers - remote work,Aotearoa Infinite Academy,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2n-inaugural-history-teachers-remote-work/,s.boyle@crimsonacademies.school,N/A,N/A
Inaugural science teachers - remote work,Aotearoa Infinite Academy,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2j-inaugural-science-teachers-remote-work/,s.boyle@crimsonacademies.school,N/A,N/A
Inaugural English teachers - remote work,Aotearoa Infinite Academy,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2i-inaugural-english-teachers-remote-work/,s.boyle@crimsonacademies.school,N/A,N/A
Inaugural maths teachers - remote work,Aotearoa Infinite Academy,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2g-inaugural-maths-teachers-remote-work/,s.boyle@crimsonacademies.school,N/A,N/A
"Middle Years Teacher, Permanent 2026",Mercury Bay Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2f-middle-years-teacher-permanent-2026/,farrellyk@mbas.ac.nz,N/A,N/A
Middle Years Teacher Permanent 2026,Mercury Bay Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2e-middle-years-teacher-permanent-2026/,farrellyk@mbas.ac.nz,N/A,N/A
Y6-8 classroom teacher,Hautapu School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAq2d-year-6-8-classroom-teacher/,principal@hautapu.school.nz,N/A,N/A
English Teacher - Dilworth School,Dilworth School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2c-english-teacher-dilworth-school/,noreply@dilworth.school.nz,N/A,N/A
Teacher of science,Waitaki Boys' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2b-teacher-of-science/,rector@waitakibhs.school.nz,N/A,N/A
Learning support coordinator 0.6,Somerfield Te Kura Wairepo,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAq2_-learning-support-coordinator-0-6/,j.bassett@somerfield.school.nz,N/A,N/A
Scale A teachers,Fairfield Intermediate,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 18/12/2026(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAq2V-scale-a-teachers/,vacancies@fairfieldintermediate.school.nz,N/A,N/A
2026 Kaiako opportunity,Te Kura o Te Paroa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2U-2026-kaiako-opportunity/,janet@paroa.school.nz,N/A,N/A
Scale A teacher,Fairfield Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2T-scale-a-teacher/,vacancies@fairfieldintermediate.school.nz,N/A,N/A
Classroom Kaiako / teacher,Whangarei Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2Y-classroom-kaiakoteacher/,admin@wis.ac.nz,N/A,N/A
PE teacher,Tarawera High School,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAq2Q-p-e-teacher/,principalspa@tarawera.school.nz,N/A,N/A
Unique teaching opportunity (Y7 & 8),Wellesley College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2N-unique-teaching-opportunity-year-7-and-8/,amanda@wellesley.school.nz,N/A,N/A
Itinerant music teachers,Marist College,"Part time, Contract, FTTE up to: 0.1, Start Date: 28/01/2026, End Date: 27/01/2027",https://gazette.education.govt.nz/vacancies/1HAq2J-itinerant-music-teachers/,employment@maristcollege.school.nz,N/A,N/A
Teacher - digital technology,Craighead Diocesan School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq2K-teacher-digital-technologies/,owensgi@craighead.school.nz,N/A,N/A
Itinerant music teacher - brass,Massey High School,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(Itinerant teacher subject to number of students)",https://gazette.education.govt.nz/vacancies/1HAq2H-itinerant-music-teacher-brass/,ecurtis@masseyhigh.school.nz,N/A,N/A
