Title;Employer;Employment Type;Link;Email;Contact Text;Description;;
Scale A teacher Y2–4;Devonport Primary School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqYg-scale-a-fixed-term-vacancy-year-2-4/;lesleyb@devonport.school.nz;N/A;N/A;;
Physical education and health teacher;Macleans College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYn-physical-education-and-health-teacher/;applications@macleans.school.nz;N/A;N/A;;
Kaiako te reo rangatira;Ngā Taiātea Wharekura;Full time, Fixed term, Start Date: 21/01/2026, End Date: 04/12/2026(Covering role whilst the school recruits permanently);https://gazette.education.govt.nz/vacancies/1HAqYf-kaiako-te-reo-rangatira/;cherie.dennis@taiatea.school.nz;N/A;N/A;;
Kaiako – Y1-10 (Hamilton; Rotorua or Tauranga);Te Aho o Te Kura Pounamu;Part time, Fixed term, FTTE up to: 0.6, Start Date: 29/01/2026, End Date: 03/06/2026(Backfill for secondment);https://gazette.education.govt.nz/vacancies/1HAqYm-kaiako-years-1-10-hamilton-rotorua-or-tauranga/;Mere.Davis@tekura.school.nz;N/A;N/A;
Kaiako – Years 1-10 (Hamilton; Rotorua or Tauranga);Te Aho o Te Kura Pounamu;Part time, Fixed term, FTTE up to: 0.6, Start Date: 29/01/2026, End Date: 03/07/2026(Fixed term backfill for secondment);https://gazette.education.govt.nz/vacancies/1HAqYk-kaiako-years-1-10-hamilton-rotorua-or-tauranga/;Mere.Davis@tekura.school.nz;N/A;N/A;
Kaiako kaiurungi/hītori;Ngā Taiātea Wharekura;Full time, Fixed term, Start Date: 21/01/2026, End Date: 04/12/2026(Covering role whilst the school recruits permanently);https://gazette.education.govt.nz/vacancies/1HAqYe-kaiako-kaiurungihitori/;cherie.dennis@taiatea.school.nz;N/A;N/A;;
Kaiako puoro/music teacher;Ngā Taiātea Wharekura;Full time, Fixed term, Start Date: 21/01/2026, End Date: 04/12/2026(Covering role whilst the school recruits permanently);https://gazette.education.govt.nz/vacancies/1HAqYd-kaiako-puoromusic-teacher/;cherie.dennis@taiatea.school.nz;N/A;N/A;;
Teacher of PE & health;Sacred Heart College (Napier);Part time, Fixed term, FTTE up to: 0.6, Start Date: 27/01/2026, End Date: 03/04/2026(Maternity leave cover);https://gazette.education.govt.nz/vacancies/1HAqYy-teacher-of-pe-and-health/;pr.sec@shcn.school.nz;N/A;N/A;;
Mathematics & science registered teacher. Tagged;Longburn Adventist College;Part time, Fixed term, FTTE up to: 0.8, Start Date: 27/01/2026, End Date: 04/12/2026(Fixed term appointment until the end of the school year due to decrease in roll size );https://gazette.education.govt.nz/vacancies/1HAqXV-secondary-years-7-13wharekura-registered-teacher/;pa@lac.school.nz;N/A;N/A;;
Kaiako Rūmaki Reo. He tūranga whakapūmau.;Kihikihi School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYX-kaiako-rumaki-reo-he-turanga-whakapumau-2/;principal@kihikihi.school.nz;N/A;N/A;;
Specialist teacher;Taupo Intermediate;Part time, Fixed term, FTTE up to: 0.4, Start Date: 29/01/2026, End Date: 15/12/2026(ORS & HHN);https://gazette.education.govt.nz/vacancies/1HAqYV-specialist-teacher-fixed-term-part-time-0-4/;bwoods@taupointermediate.co.nz;N/A;N/A;;
Technology classroom teacher;Taupo Intermediate;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYU-classroom-teacher-permanent-full-time/;bwoods@taupointermediate.co.nz;N/A;N/A;;
Classroom teachers (4 positions);Taupo Intermediate;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYT-classroom-teacher-permanent-full-time-4-positions/;bwoods@taupointermediate.co.nz;N/A;N/A;;
Scale A teacher;Frimley School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 11/12/2026(Roll generated);https://gazette.education.govt.nz/vacancies/1HAqYQ-scale-a-fixed-term/;office@frimley.school.nz;N/A;N/A;;
Scale A teacher;Frimley School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYP-scale-a-permanent/;office@frimley.school.nz;N/A;N/A;;
Structured literacy support teacher;Tokoroa North School;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 18/12/2026(MoE funded position for 2026);https://gazette.education.govt.nz/vacancies/1HAqYM-structured-literacy-support-teacher/;vacancies@tokoroanorth.school.nz;N/A;N/A;;
LSC and release teacher – Chatham Islands;Te One School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Curriculum development requirements);https://gazette.education.govt.nz/vacancies/1HAqYL-full-time-fixed-term-lsc-and-release-are-core-parts/;principal@teone.school.nz;N/A;N/A;;
Y1–2 teacher – Chatham Islands;Te One School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYK-year-1-2-teacher-chatham-islands/;principal@teone.school.nz;N/A;N/A;;
Learning support coordinator;Papatoetoe West School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYG-learning-support-co-ordinator/;emmam@pap-west.school.nz;N/A;N/A;;
Y7–8 Māori bilingual kaiako;Manukorihi Intermediate;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYF-yr-78-maori-bilingual-kaiako/;principal@manukorihi.school.nz;N/A;N/A;;
Itinerant music teacher (voice);Ormiston Senior College;Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 04/12/2026(Itinerant music teaching based on student needs);https://gazette.education.govt.nz/vacancies/1HAqYE-itinerant-music-teacher-voice-ormiston-senior-college/;acrabbe@ormiston.school.nz;N/A;N/A;;
Y7–8 teacher;Taihape Area School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqYB-year-7-8-teacher/;office@tas.school.nz;N/A;N/A;;
Junior classroom teacher Y0–3;Rangitoto School;Part time, Permanent, FTTE up to: 0.8;https://gazette.education.govt.nz/vacancies/1HAqY8-junior-classroom-teacher-yr-0-3/;principal@rangi.school.nz;N/A;N/A;;
Classroom teacher Y0–3;Pukepoto School;Full time, Fixed term, Start Date: 27/01/2026, End Date: 11/12/2026(Junior school roll dependent);https://gazette.education.govt.nz/vacancies/1HAqY4-classroom-teacher-year-0-3/;principal@pukepoto.school.nz;N/A;N/A;;
Y9–13 photography teacher;Southern Cross Campus;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(The Board has approved discretionary funding from its operation grant to employ a teacher above the maximum MoE funding staff entitlement);https://gazette.education.govt.nz/vacancies/1HAqY3-y9-13-photography-teacher/;triki@southerncross.school.nz;N/A;N/A;;
Classroom teacher Y9–10 specialist;Timaru Girls' High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqY1-classoom-teacher-yr-9-10-specialist/;jquigley@timarugirls.school.nz;N/A;N/A;;
Specialist teacher;Kelvin Road School;Part time, Fixed term, FTTE up to: 0.8, Start Date: 27/01/2026, End Date: 10/12/2026(ORS funded position);https://gazette.education.govt.nz/vacancies/1HAqY0-0-8-specialist-position/;vacancy@krs.ac.nz;N/A;N/A;;
Science teacher;Green Bay High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXz-science-teacher/;recruitment@greenbayhigh.school.nz;N/A;N/A;;
Art teacher;Timaru Girls' High School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 04/12/2026(Medical leave);https://gazette.education.govt.nz/vacancies/1HAqXo-art-teacher/;jquigley@timarugirls.school.nz;N/A;N/A;;
Learning support coordinator (LSC);Rangitoto School;Part time, Permanent, FTTE up to: 0.2;https://gazette.education.govt.nz/vacancies/1HAqYD-learning-support-coordinator-lsc/;henryduder@hotmail.com;N/A;N/A;;
Teacher; high health needs - Horowhenua;Central Regional Health School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXy-teacher-high-health-needs-permanent-fulltime-horowhenua/;vacancies@crhs.school.nz;N/A;N/A;
Teacher; high health needs - Horowhenua;Central Regional Health School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXv-teacher-high-health-needs-permanent-fulltime-horowhenua/;vacancies@crhs.school.nz;N/A;N/A;
Early learning teacher;Te Anau Childcare Centre Inc;Part time, Permanent, FTTE up to: 0.5;https://gazette.education.govt.nz/vacancies/1HAqXt-early-learning-techer-part-time/;info@southernstars.co.nz;N/A;N/A;;
Art teacher - senior design and photography;Katikati College;Part time, Fixed term, FTTE up to: 0.5, Start Date: 20/04/2026, End Date: 19/04/2027(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqXr-art-teacher-senior-design-and-photography/;amacdonald@katikaticollege.school.nz;N/A;N/A;;
English teacher;Papamoa College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXp-english-teacher-permanent-full-time/;lhorscroft@papamoacollege.school.nz;N/A;N/A;;
cancel 26/11--Teacher of food technology;Napier Girls' High School;Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 26/01/2027(Transitional appointment);https://gazette.education.govt.nz/vacancies/1HAqXY-teacher-of-food-technology-fixed-term-part-time/;hr@nghs.school.nz;N/A;N/A;;
Scale A  (Y6-8) teacher;Southwell School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXm-inspire-the-future-scale-a-y6-8-teacher/;hr@southwell.school.nz;N/A;N/A;;
Commerce teacher;Upper Hutt College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXj-commerce-teacher/;huaki-feaverk@upperhutt.school.nz;N/A;N/A;;
Scale A teacher;Tokoroa Central School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 03/07/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqXf-teacher/;principal@tokoroacentral.school.nz;N/A;N/A;;
Teacher of commerce & social studies;Hamilton Boys' High School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 07/12/2026(Increase in roll numbers in curriculum area for 2026 );https://gazette.education.govt.nz/vacancies/1HAqXc-teacher-of-commerce-and-social-studies/;applications@hbhs.school.nz;N/A;N/A;;
Teacher / tutor - computer science;ACG Parnell College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXa-teachertutor-computer-science/;people@acgedu.com;N/A;N/A;;
Kaiako - Y1-10 (Hamilton; Rotorua or Tauranga);Te Aho o Te Kura Pounamu;Part time, Fixed term, FTTE up to: 0.8, Start Date: 29/01/2026, End Date: 25/09/2026(Replacing incumbent on secondment);https://gazette.education.govt.nz/vacancies/1HAqX_-kaiako-y1-10-hamilton-rotorua-or-tauranga/;Mere.Davis@tekura.school.nz;N/A;N/A;
Kaiako business and commerce studies and or health and PE;Tauhara College;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqXR-kaiako-business-and-commerce-studies-and-or-health-and-pe/;bl@tauhara.school.nz;N/A;N/A;;
Mathematics teacher;Otago Boys' High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXH-mathematics-teacher/;rector@obhs.school.nz;N/A;N/A;;
Y4–5 teacher;Target Road School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXF-year-45-teacher/;shaner@target.school.nz;N/A;N/A;;
Y4-8 teachers;Southern Cross Campus;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXE-y4-8-teachers/;triki@southerncross.school.nz;N/A;N/A;;
Y9-13 physical education teacher;Southern Cross Campus;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXC-y9-13-physical-education-teacher/;triki@southerncross.school.nz;N/A;N/A;;
Y9-13 hospitality teacher;Southern Cross Campus;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXB-y9-13-hospitality-teacher/;triki@southerncross.school.nz;N/A;N/A;;
Y1-4 teacher 2026;Southern Cross Campus;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqXA-y1-4-teacher-2026/;triki@southerncross.school.nz;N/A;N/A;;
Senior maths and science teacher;Whangaroa College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqX9-senior-maths-and-science-teacher/;nl@whc.school.nz;N/A;N/A;;
Y7-13 te reo Māori teacher;Southern Cross Campus;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqX8-y7-13-te-reo-maori-teacher/;triki@southerncross.school.nz;N/A;N/A;;
Y9-13 science teacher;Southern Cross Campus;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqX7-y9-13-science-teacher/;triki@southerncross.school.nz;N/A;N/A;;
Y5 team leader;Southern Cross Campus;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqX6-y5-team-leader/;triki@southerncross.school.nz;N/A;N/A;;
Learning support co-ordinator - 0.47FTE;Cromwell College;Part time, Permanent, FTTE up to: 0.5;https://gazette.education.govt.nz/vacancies/1HAqX5-learning-support-co-ordinator-permanent-0-47fte/;pa@cromwell.school.nz;N/A;N/A;;
Dance teacher / Kaiako;Taupo-nui-a-Tia College;Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 14/12/2026(Covering for staff member acting up for a period of time);https://gazette.education.govt.nz/vacancies/1HAqX2-dance-teacherkaiako/;tammy.gower@taupocollege.ac.nz;N/A;N/A;;
Teacher;Ōtūmoetai Intermediate;Full time, Fixed term, Start Date: 28/01/2026, End Date: 11/12/2026(Roll growth );https://gazette.education.govt.nz/vacancies/1HAqWy-teacher-full-time-fixed-term/;admin@otuinter.school.nz;N/A;N/A;;
Homeroom teacher Y7-8;Opihi College;Full time, Fixed term, Start Date: 19/01/2026, End Date: 11/12/2026(Roll changes - Y7–8 programme);https://gazette.education.govt.nz/vacancies/1HAqX1-homeroom-teacher-year-7-8/;carmeilad@frontlineeducation.co.nz;N/A;N/A;;
Teacher of food and hospitality;Selwyn College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqWv-teacher-of-food-and-hospitality/;arnoldj@selwyn.school.nz;N/A;N/A;;
Y3–4 teacher;Arrowtown School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Project based on New Curriculum);https://gazette.education.govt.nz/vacancies/1HAqWt-year-3-and-4-teacher/;office@arrowtown.school.nz;N/A;N/A;;
Teacher of chemistry and science;St Paul's College (Ponsonby);Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqWp-teacher-of-chemistry-and-science/;headmaster@stpaulscollege.co.nz;N/A;N/A;;
Teacher of chemistry and science. Tagged;St Paul's College (Ponsonby);Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqWo-teacher-of-chemistry-and-science-tagged/;headmaster@stpaulscollege.co.nz;N/A;N/A;;
Kaiako Bilingual;The Terrace School (Waipukurau);Full time, Fixed term, Start Date: 28/01/2026, End Date: 17/12/2026(Immersion classroom - BoT funded position);https://gazette.education.govt.nz/vacancies/1HAqWn-kaiako-bilingual-fixed-term-full-time/;principal@terracechb.school.nz;N/A;N/A;;
Teacher English / SS / math / science;Middle School West Auckland;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqWg-teacher-englishssmathscience/;merryl@westauckland.school.nz;N/A;N/A;;
Classroom teacher - Phase 2;Te Huruhi School;Full time, Fixed term, Start Date: 26/01/2026, End Date: 16/12/2026(Permanent teacher being released to carry out a project);https://gazette.education.govt.nz/vacancies/1HAqWe-phase-2-classroom-teacher/;applications@tehuruhi.school.nz;N/A;N/A;;
Kaiako - science;Tauhara College;Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 27/01/2027(Special project);https://gazette.education.govt.nz/vacancies/1HAqWZ-kaiako-science-fixed-term-part-time/;bl@tauhara.school.nz;N/A;N/A;;
Teacher of music;Upper Hutt College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqWX-teacher-of-music/;huaki-feaverk@upperhutt.school.nz;N/A;N/A;;
Kaiako - Te Reo Māori;Te Aho o Te Kura Pounamu;Full time, Fixed term, Start Date: 29/01/2026, End Date: 10/09/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqWT-kaiako-te-reo-maori/;Pete.Westrupp@tekura.school.nz;N/A;N/A;;
Kaiako - Te Reo Māori;Te Aho o Te Kura Pounamu;Full time, Fixed term, Start Date: 29/01/2026, End Date: 10/09/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqWS-kaiako-te-reo-maori/;Pete.Westrupp@tekura.school.nz;N/A;N/A;;
Science teacher;Waimea College;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027(Covering staff duties);https://gazette.education.govt.nz/vacancies/1HAqWR-science-teacher/;nicola.cruise@waimea.school.nz;N/A;N/A;;
Teacher (Y1-8) science and technology;KingsWay School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqWN-kingsway-school-teacher-years-1-8-science-and-technology/;hr@kingsway.school.nz;N/A;N/A;;
Teacher of technology;Wakatipu High School;Full time, Fixed term, Start Date: 21/01/2026, End Date: 09/12/2026(Backfill while recruiting for a permanent position);https://gazette.education.govt.nz/vacancies/1HAqWM-teacher-of-technology/;apply@wakatipu.school.nz;N/A;N/A;;
Y7 and 8 teacher;St Therese School (Three Kings);Full time, Fixed term, Start Date: 28/01/2026, End Date: 03/07/2026(Study Leave);https://gazette.education.govt.nz/vacancies/1HAqWK-year-7-and-8-teacher-fixed-term-full-time/;principal@sttherese.school.nz;N/A;N/A;;
Teacher junior class;Alfredton School;Part time, Permanent, FTTE up to: 0.2;https://gazette.education.govt.nz/vacancies/1HAqWJ-part-time-teacher-junior-class/;principal@alfredton.school.nz;N/A;N/A;;
