Title,Employer,Employment Type,Link,Email,Contact Text,Description
"Kaiako Y1–10 – Hamilton, Rotorua or Tauranga",Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Projected roll growth)",https://gazette.education.govt.nz/vacancies/1HAqe6-kaiako-years-1-10-hamilton-rotorua-or-tauranga/,Mere.Davis@tekura.school.nz,N/A,"Pongakawa School Bay of Plenty Y3–4 teacher Full time, Fixed term, Start Date: 02/02/2026, End Date: 16/12/2026 (Roll growth) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 10:09 am 01 December 2025 Closes 3pm 05 December 2025 Reference #: 1HAqoF Full details"
Hard materials technology teacher,Mt Aspiring College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqe5-hard-materials-technology-teacher/,jobs@mtaspiring.school.nz,N/A,"James Hargest College Southland Food and textiles technology teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Technology Full details Listed 8:34 am 28 November 2025 Closes 3pm 08 December 2025 Reference #: 1HAqn4 Full details"
Teacher – Starship Unit,Northern Health School,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAqe2-teacher-starship-unit/,employment@nhs.school.nz,N/A,"Northern Health School Auckland Teacher - Auckland West Unit (Henderson) Part time, Permanent, FTTE up to: 0.6 Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 10:07 am 26 November 2025 Closes 12  noon 09 December 2025 Reference #: 1HAqjF Full details"
"Kaiako Y1–10 – based in Hamilton, Rotorua or Tauranga",Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Projected ākonga numbers)",https://gazette.education.govt.nz/vacancies/1HAqe1-kaiako-years-1-10-based-in-hamilton-rotorua-or-tauranga/,Mere.Davis@tekura.school.nz,N/A,"Goldfields School (Paeroa) Waikato Teacher – specialist school Full time, Fixed term, Start Date: 28/01/2026, End Date: 31/12/2026 (Fluctuating roll) Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:58 pm 01 December 2025 Closes 12pm 16 January 2026 Reference #: 1HAqpW Full details"
New entrant junior teacher,Argyll East School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqe4-new-entrant-junior-teacher/,principal@argylleast.school.nz,N/A,"St Joseph's School (Hastings) Hawke's Bay Y7– 8 Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 12:45 pm 01 December 2025 Closes 2pm 12 December 2025 Reference #: 1HAqoe Full details"
Teacher – Starship Unit,Northern Health School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqe0-teacher-starship-unit/,employment@nhs.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Registered infant teacher,Hand and Hand Early Learning Centre - Hobsonville,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdo-registered-infant-teacher/,hobsonville@handandhand.co.nz,N/A,"The Fire Station Early Learning Centre Auckland Certificated teacher for over 3s Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed today 12:56 pm 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqp6 Full details"
0.6 middle school teacher,Dannevirke South School,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 02/02/2026, End Date: 15/12/2026(Covering the role while we recruit permanently)",https://gazette.education.govt.nz/vacancies/1HAqdm-0-6-middle-school-teacher-wanted/,principal@dannevirkesouth.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
Music teacher,Baradene College,"Part time, Fixed term, FTTE up to: 0.7, Start Date: 20/04/2026, End Date: 30/10/2026(Leave cover)",https://gazette.education.govt.nz/vacancies/1HAqdy-music-teacher-fixed-term-part-time/,employment@baradene.school.nz,N/A,"Onehunga High School Auckland Itinerant music teacher – vocals Part time, Fixed term, FTTE up to: 0.1, Start Date: 28/01/2026, End Date: 04/12/2026 (This is an itinerant music role so the hours are subject to change) Secondary (Years 7–15) / wharekura, Certificated teacher The arts Suitable for beginning teachers Full details Listed today 9:54 am 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqoA Full details"
Literacy support teacher (SLA),Glenview School (Hamilton),"Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 15/12/2026(Ministry funded position)",https://gazette.education.govt.nz/vacancies/1HAqdk-literacy-support-teacher-sla/,vacancy@glenview.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
Infant and toddler kaiako,Junior Junction,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdi-infant-and-toddler-kaiako/,hamilton@juniorjunction.co.nz,N/A,"Jack and Jill Educare Waikato ECE teacher Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed 9:25 am 27 November 2025 Closes 9pm 10 December 2025 Reference #: 1HAqm4 Full details"
Steiner Kindergarten teacher – growing together on beautiful Waiheke,Fossil Bay Kindergarten,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqcu-steiner-kindergarten-teacher-growing-together-on-beautiful-waiheke/,management@fossilbay.co.nz,N/A,"The Fire Station Early Learning Centre Auckland Certificated teacher for over 3s Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed today 12:56 pm 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqp6 Full details"
Classroom teacher (2 positions),Maramarua School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdx-classroom-teacher-2-positions-available/,michellevs@maramarua.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Y7–8 classroom teacher,Pakuranga Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdv-year-78-classroom-teacher/,johnston@pakurangaint.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Kaiako / teacher,Ararira Springs Primary- Te Puna o Ararira,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqds-kaiako-teacher/,vacancies@ararira.school.nz,N/A,"Te Waitai Sefton School Canterbury Y7–8 kaiako/teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 11:01 am 01 December 2025 Closes 12 noon 07 December 2025 Reference #: 1HAqoX Full details"
Assistant head of learning support,Heretaunga College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdj-assistant-head-of-learning-support/,vacancy@heretaunga.school.nz,N/A,"Te Paepae o Aotea Taranaki Whare curriculum lead - junior school Full time, Permanent Secondary (Years 7–15) / wharekura, Middle leadership English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts 2MU + 1MMA + HPTSA Full details Listed today 4:45 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqpk Full details"
Maths and homeroom teacher,Ponsonby Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdr-maths-and-homeroom-teacher/,rebeccas@ponsint.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
New entrant / Y1 teacher & leadership role,St Thomas More Catholic School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdq-new-entrant-year-1-teacher-and-leadership-role/,lbroadmore@stm.school.nz,N/A,"Galatea School Bay of Plenty Learning support coordinator Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 3:17 pm 21 November 2025 Closes 12pm 12 December 2025 Reference #: 1HAqfD Full details"
Multilevel teacher,Waitoriki School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqdp-rural-multilevel-teacher/,principal@waitoriki.school.nz,N/A,"Matapu School Taranaki Y6–7 teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:43 pm 01 December 2025 Closes 12pm 12 December 2025 Reference #: 1HAqpQ Full details"
Learning support coordinator,St Teresa's School (Riccarton),"Part time, Permanent, FTTE up to: 0.3",https://gazette.education.govt.nz/vacancies/1HAqdT-learning-support-coordinator/,applications@stteresas.school.nz,N/A,"Chertsey School Canterbury Scale A teacher Part time, Permanent, FTTE up to: 0.8 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 10:18 am 01 December 2025 Closes 3pm 05 December 2025 Reference #: 1HAqoM Full details"
Learning support coordinator (LSC),Tauwhare School,"Part time, Permanent, FTTE up to: 0.2",https://gazette.education.govt.nz/vacancies/1HAqdh-learning-support-coordinator-lsc-0-2-ftte/,principal@tauwhare.school.nz,N/A,"St Paul's Catholic School (Ngaruawahia) Waikato Learning support coordinator Part time, Permanent, FTTE up to: 0.2 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 10:30 am 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqoP Full details"
Y4 and 6 teacher,Tauwhare School,"Part time, Fixed term, FTTE up to: 0.7, Start Date: 28/01/2026, End Date: 27/01/2027(Project initiative)",https://gazette.education.govt.nz/vacancies/1HAqdf-0-7-ftte-fixed-term-for-2026-year-4-and-6/,principal@tauwhare.school.nz,N/A,"Mercury Bay Area School Waikato Y7–8 teacher Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 27/01/2027 (BT release cover) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 2:36 pm 24 November 2025 Closes 12pm 08 December 2025 Reference #: 1HAqgs Full details"
